1875.66	436.8	44.08	58.1
1872.37	437.28	47.4	55.02
1872.5	437.76	47.3	53.64
1865.79	438.25	54.03	54.75
1862.5	438.73	57.35	59.37
1857.53	439.21	62.34	61.65
1852.57	439.7	67.33	63.92
1847.6	440.18	72.32	66.2
1845.2	440.66	74.75	67.36
1842.8	441.15	77.17	68.51
1840.4	441.63	79.6	69.67
1832.9	441.63	87.1	69.67
1827	440.91	93	74.19
1821.1	440.2	98.9	78.7
1820.4	439.48	99.6	78.92
1811.4	439.25	108.6	79.07
1802.4	439.02	117.6	79.23
1794.73	438.5	125.27	81.14
1787.07	437.97	132.93	83.06
1779.4	437.45	140.6	84.97
1779.5	436.93	140.5	86.88
1769.7	436.41	150.3	88.79
1762.45	437.51	157.55	88.15
1755.2	438.6	164.8	87.51
1745.05	439.7	174.95	86.87
1734.9	440.79	185.1	86.23
1735.6	441.89	184.4	85.59
1726.7	442.99	193.3	84.95
1715.5	444.08	204.5	84.31
1703.8	445.17	216.2	83.68
1694.3	446.27	225.7	83.03
1684.9	447.14	235.1	85.81
1684.8	448.01	235.2	88.59
1674.9	448.88	245.1	91.37
1662.24	449.75	257.76	94.15
1654.23	450.62	265.77	93.03
1646.21	451.48	273.79	91.92
1638.2	452.35	281.8	92
1632.94	453.22	287.06	93.28
1627.67	454.09	292.33	94.56
1622.41	454.96	297.59	95.84
1614.61	454.62	305.39	95.88
1606.8	454.27	313.2	95.93
1599	453.92	321	95.98
1595.43	453.57	324.57	96.03
1591.86	453.23	328.14	96.07
1588.29	452.88	331.71	96.12
1582.6	452.53	337.4	97.57
1575.45	452.18	344.55	98.54
1568.3	451.83	351.7	99.51
1566.17	451.49	353.83	99.91
1559.38	442.67	359.25	106.33
1552.59	433.86	364.67	112.74
1545.8	425.05	370.09	119.15
1535.15	428.6	368.55	122.46
1527.4	434.5	375.9	116.47
1519.65	433.9	385.15	116.99
1511.21	435.7	382.89	115.1
1503.36	438.7	375.74	112.02
1487.69	435.83	375.81	113.5
1475.1	434.09	372.43	115.01
1460.21	428.3	365.09	120.41
1461.55	428.3	360.05	120.02
1447.82	423.5	352.38	126.74
1432.54	427.1	361.96	124.1
1421.9	430.1	357.7	119.46
1404.99	434.79	358.51	123.21
1389.25	434.9	347.95	119.89
1388.25	435.02	350.95	120.58
1372.82	435.14	356.78	117.36
1355.66	435.25	360.34	115.01
1339.4	442.2	343.47	110.96
1319.13	444.14	340.91	106.22
1299.82	453.82	338.36	101.48
1302.5	458.18	335.8	98.92
1279.23	459	343.57	113.65
1261.78	459.58	339.32	114.32
1245.09	460.73	332.11	111.57
1224.3	459.31	333	97.59
1205.05	460.1	334.86	97.35
1205.1	459.6	333.79	98.39
1189.47	455.02	332.93	98.08
1170.94	450.43	332.08	97.77
1152.4	459.62	331.23	95.28
1135.64	460.83	330.37	90.07
1118.88	462.05	329.52	91.65
1120.14	462.2	328.66	91.7
1104.01	462.35	327.8	95.72
1085.15	463.29	326.95	95.34
1070.16	463.76	319.54	94.95
1051	461.53	322.7	94.57
1038.8	461.38	321.03	93.12
1038.23	461.23	316.42	91.67
1027.27	453.84	318.58	99.57
1006.81	452.56	320.74	101.24
991.3	439.44	322.9	113.16
963.9	446.61	328.54	106.49
953.3	446.38	325.6	102.33
955.5	447.53	317.03	103.44
942.85	447.28	316.73	104.55
930.2	447.04	316.43	105.66
915	454.67	318.21	99.53
899.8	454.57	319.99	101.23
886.1	453.98	320.27	102.62
883.6	452.43	319.01	104.77
870.7	453.17	320.3	104.53
858.8	453.82	317.02	104.88
845.18	456.07	313.76	102.53
830.27	459.02	313.38	99.28
817.78	460.52	313	95.24
817.1	462.02	312.61	94.08
802.6	463.31	319.94	91.39
789.1	464.6	316.6	93.6
775.1	445.6	300.54	110.72
766.9	432.44	296.51	123.96
752.5	430.49	304.6	122.91
754.01	430.56	299.58	122.24
743.5	430.95	297.4	125.25
731.9	441.42	293	118.08
719.1	450.8	292.7	107.49
705	457.7	290.9	100.3
691.9	466.46	293	100.24
690.3	465.12	293.3	99.58
673.6	463.77	297.88	94.92
660.5	459.2	302.85	96.5
651.8	454.03	296.4	102.3
638.3	449.53	301.72	104.73
630	447.04	298.21	107.16
625.9	448.49	298.16	106.31
618.19	441.73	288.5	111.05
607.85	438.83	289.95	113.37
594.83	456.7	287.85	96.5
583.26	462.02	285.75	90.18
575.3	462.01	283.66	89.39
