392.65	514.83	292.71	192.43
392.51	514.37	293.38	191.86
392.37	513.92	294.04	191.27
392.24	513.46	294.69	190.69
392.1	513.01	295.36	190.11
391.53	512.55	296.45	189.53
390.97	512.1	297.53	188.94
390.4	511.64	298.63	188.37
387.03	511.19	302.52	187.78
383.67	510.73	306.41	187.21
380.3	510.28	310.3	186.62
375.2	509.04	315.14	186.3
366.6	507.8	323.48	185.98
366.03	508.52	323.17	185.68
362.21	507.01	323.57	185.35
360.24	505.49	323.95	185.02
356.7	503.98	328.25	184.69
354.8	502.46	330.92	184.37
357.22	500.95	329.24	185.31
359.65	499.43	327.55	186.27
362.07	497.92	325.93	183.38
364.38	495.83	323.1	183.84
366.69	493.75	320.27	184.28
369	491.67	317.44	184.73
373.3	489.59	312.62	184.54
373.81	488.81	311.59	184.35
374.33	488.03	310.55	184.16
374.84	485.95	309.52	183.97
375.36	483.87	308.48	183.78
375.87	481.79	307.45	183.59
376.38	478.4	306.42	183.4
376.84	476.97	302.58	183.46
378.3	477.49	298.75	183.52
397.7	472.56	285.8	186.84
397.35	471.35	285.86	186.44
397	470.14	285.93	186.03
400.29	469.58	282.35	185.63
403.58	469.02	278.78	185.22
404.92	468.68	278.48	184.82
414.4	465.08	270	184.42
413.46	464.09	268.04	184.01
415.8	464.16	266.48	184.98
428.55	462.78	257.75	185.96
428.94	463.02	257.08	186.94
429.33	463.27	256.42	187.91
428.63	458.74	255.76	188.89
429.63	459.94	255.09	189.87
434.04	458.54	254.43	190.84
437.26	456.27	252.42	191.82
440.48	454	250.42	192.79
436.88	451.73	252.42	193.77
440.85	462.79	254.15	178.91
441.71	464.88	252.95	190.72
460.05	450.4	242.65	209.4
461.67	452.17	242.13	212.23
476.73	453.83	234.57	213.6
479.29	454.71	233.71	214.98
494.88	455.59	227.02	220.21
495.71	456.48	227.89	220.29
489.38	457.36	240.22	221.64
489.57	458.24	243.33	220.46
483.95	460.84	252.98	219.86
478.34	463.44	262.63	219.26
472.72	466.05	272.28	218.65
470.02	467.35	278.98	215.57
461.68	470.17	288.75	212.47
456.13	472.98	298.53	209.39
450.59	475.8	308.3	206.31
445.04	478.62	318.08	203.22
439.5	481.44	327.84	200.13
435.58	484.26	337.62	197.04
432.55	484.59	342.47	197.17
429.53	484.91	347.31	197.31
426.5	485.24	352.16	197.44
423.48	485.56	357	197.58
420.45	485.89	361.85	197.71
417.43	486.21	366.69	197.85
414.4	486.54	371.54	197.98
413.65	489.03	378.45	198.12
406.4	488.27	385.35	198.25
399.15	487.51	392.25	198.39
386.38	488.43	406.52	196.87
384.33	488.34	411.17	196.56
382.28	488.26	415.82	196.24
382.63	488.76	416.07	196.64
379.86	487.36	420.66	197.04
377.08	485.96	425.26	197.44
374.31	484.56	429.85	197.84
371.53	483.16	434.45	198.24
368.76	481.76	439.04	198.64
366.85	480.36	440.05	199.04
363.63	479.71	444.59	198.91
360.42	479.06	449.12	198.78
357.2	478.41	453.66	198.65
355.4	477.76	456.78	198.52
357.11	475.48	456.12	198.39
358.82	473.2	455.46	198.27
360.93	473.36	454.8	198.14
363.05	473.53	454.14	198
365.17	473.69	453.47	197.88
367.28	473.85	452.82	197.75
381.4	475.15	439.28	196.84
381.06	476.99	440.2	195.39
380.72	478.83	441.12	193.94
380.38	480.66	442.04	192.5
380.04	482.5	442.96	191.05
380.8	483.37	442.78	190.57
380.19	486.41	443.97	186.29
379.57	487.92	445.17	187.07
378.95	489.42	446.37	187.86
379.42	490.66	447.56	185.94
380.78	489.59	446.87	187.24
382.14	488.52	446.18	188.55
383.5	487.44	445.49	189.86
382.3	485.6	448.39	191.16
394.97	484.29	437.43	193.01
396.37	485.59	435.56	194.2
392.89	482.27	439.61	195.41
395.74	481.31	435.77	196.6
402.65	480.07	436.85	197.83
414.44	474.51	418.36	198.99
419	473.4	422.8	200.16
422.36	471.57	421.8	201.33
425.72	469.74	420.79	202.5
429.08	467.92	419.79	203.65
434.07	467.17	416.03	204.83
437.1	466.43	411.2	205.99
447.18	465.68	401.02	207.16
447.87	464.94	401.43	208.32
448.28	464.73	406.22	209.49
448.7	464.53	411	210.65
449.58	465.85	414.27	211.51
450.45	467.18	417.55	212.35
452.01	468.5	423.49	212.7
453.56	469.82	424.24	212.58
455.12	471.15	425.83	213.65
456.67	472.47	427.43	214.73
458.23	473.79	430.95	215.84
459.79	475.11	434.46	216.94
461.34	476.44	437.99	218.04
462.9	477.76	441.5	219.14
466.35	479.51	444.95	220.06
466	481.27	445.4	220.97
471.55	484.66	445.83	221.88
476.86	486.18	443.28	222.8
482.18	487.7	440.72	223.71
487.66	489.23	439.94	224.62
493.13	490.75	439.17	225.54
494.55	492.27	437.55	226.46
496.5	497.59	443.24	227.37
497.37	497.49	448.93	228.28
494.16	501.91	456.84	227.95
497.16	505.73	451.34	227.63
498.73	511.72	455.07	227.3
510	515.23	447.19	225.87
522.96	518.74	437.64	225.73
522.27	522.26	438.46	225.57
527.26	527.39	432.24	225.41
530.09	530.36	439.71	225.27
532.92	533.87	441.78	225.14
535.75	536.3	441.75	225
540.11	543.5	442.14	224.74
539.41	545.88	444.69	222.82
544.54	550.43	443.76	221.67
547.19	552.5	442.91	221.77
547.67	555.65	446.03	221.87
552.37	557.78	444.08	221.97
557.08	559.9	442.12	222.08
559.08	562.39	443.29	222.18
561.08	564.88	444.45	222.27
563.07	564.92	445.63	222.38
566.63	569.17	444.91	220.3
566.81	571.55	444.2	219.35
569.43	574.95	443.49	217.13
573.14	576.76	441.67	216.28
576.85	578.57	439.85	215.43
579.85	580.55	439.58	212.65
582.85	582.52	439.32	209.88
