1194.74	1037.85	103.78	42.33
1196.14	1038.76	106.82	41.33
1197.54	1039.67	109.86	40.33
1198.94	1040.58	114.26	39.42
1200.33	1041.49	115.27	38.51
1201.73	1042.39	117.97	37.61
1203.13	1039.82	117.27	40.18
1203.85	1038.8	121.15	41.2
1204.49	1036.93	121.51	43.07
1205.71	1035.36	125.69	44.64
1206.92	1033.8	124.08	46.2
1206.92	1031.8	124.08	48.2
1207.1	1030.85	122.97	49.15
1207.28	1029.9	121.87	50.1
1207.46	1028.95	120.76	51.05
1207.64	1028	119.65	52
1207.32	1027.57	118.54	52.43
1204.5	1026.73	117.43	53.27
1202.7	1025.88	117.72	54.12
1201.09	1025.04	117.82	54.96
1199.47	1024.19	117.93	55.81
1196.86	1023.34	117.24	56.66
1195.45	1023.53	118.05	56.47
1194.04	1023.71	118.86	56.29
1192.62	1023.9	119.68	56.1
1191.21	1023.08	119.14	56.92
1189.8	1022.25	118.6	57.75
1188.87	1020.11	118.87	59.89
1189.42	1017.69	119.13	62.31
1190.19	1014.58	119.41	65.42
1191.62	1011.67	119.68	68.33
1192.59	1009.76	139.51	70.24
1193.54	1007.84	141.56	72.16
1194.51	1005.93	141.09	74.07
1194.93	1005.1	142.27	74.9
1194.25	1004.46	143.35	75.54
1193.81	1004.95	143.79	75.05
1195.11	1004.77	145.79	75.23
1194.69	1005.63	147.11	74.37
1192.35	1006.23	148.35	73.77
1190.82	1005.63	150.28	74.37
1185.67	1005.68	154.23	74.32
1182.94	1005.72	155.26	74.28
1178.19	1005.76	157.61	74.24
1176.12	1005.81	150.58	74.19
1172.05	1005.85	150.38	74.15
1174.25	1005.9	151.77	74.1
1170.75	1003.59	153.15	76.41
1167.66	1003.3	156.84	76.7
1166.42	1008.65	152.58	71.35
1162.64	1007.64	153.56	72.36
1158.91	1011.3	152.89	68.7
1155.18	1002.89	152.22	77.11
1151.45	1002.53	151.15	77.47
1147.72	1002.17	150.08	77.83
1143.99	1001.8	149.22	78.2
1143.65	997.66	148.35	82.34
1141.42	997.94	149.78	82.06
